Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Evacuation Center
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Adams,PH012801000,3
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bacarra,PH012802000,3
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Badoc,PH012803000,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bangui,PH012804000,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Batac,PH012805000,78
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Burgos,PH012806000,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Carasi,PH012807000,3
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Currimao,PH012808000,8
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dingras,PH012809000,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dumalneg,PH012810000,7
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Banna (Espiritu),PH012811000,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Laoag (Capital),PH012812000,11
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Marcos,PH012813000,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Nueva Era,PH012814000,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pagudpud,PH012815000,13
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Paoay,PH012816000,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pasuquin,PH012817000,36
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Piddig,PH012818000,45
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pinili,PH012819000,3
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,San Nicolas,PH012820000,37
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Sarrat,PH012821000,5
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Solsona,PH012822000,7
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Vintar,PH012823000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Alilem,PH012901000,3
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Banayoyo,PH012902000,8
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Bantay,PH012903000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Burgos,PH012904000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cabugao,PH012905000,3
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Candon,PH012906000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Caoayan,PH012907000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cervantes,PH012908000,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Galimuyod,PH012909000,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Gregorio Del Pilar (Concepcion),PH012910000,22
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Lidlidda,PH012911000,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Magsingal,PH012912000,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Nagbukel,PH012913000,3
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Narvacan,PH012914000,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Quirino (Angkaki),PH012915000,42
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Salcedo (Baugen),PH012916000,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Emilio,PH012917000,11
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Esteban,PH012918000,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Ildefonso,PH012919000,4
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Juan (Lapog),PH012920000,31
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Vicente,PH012921000,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa,PH012922000,4
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Catalina,PH012923000,4
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Cruz,PH012924000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Lucia,PH012925000,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Maria,PH012926000,37
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santiago,PH012927000,11
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santo Domingo,PH012928000,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sigay,PH012929000,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sinait,PH012930000,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sugpon,PH012931000,9
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Suyo,PH012932000,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Tagudin,PH012933000,13
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Vigan (Capital),PH012934000,20
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Agoo,PH013301000,5
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Aringay,PH013302000,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bacnotan,PH013303000,18
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bagulin,PH013304000,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Balaoan,PH013305000,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bangar,PH013306000,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bauang,PH013307000,24
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Burgos,PH013308000,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Caba,PH013309000,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Luna,PH013310000,6
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Naguilian,PH013311000,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Pugo,PH013312000,45
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Rosario,PH013313000,34
Region I (Ilocos Region),PH010000000,La Union,PH013300000,City of San Fernando (Capital),PH013314000,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Gabriel,PH013315000,31
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Juan,PH013316000,8
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santo Tomas,PH013317000,9
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santol,PH013318000,12
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Sudipen,PH013319000,9
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Tubao,PH013320000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Agno,PH015501000,23
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Aguilar,PH015502000,3
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Alaminos,PH015503000,49
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Alcala,PH015504000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Anda,PH015505000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Asingan,PH015506000,5
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Balungao,PH015507000,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bani,PH015508000,8
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Basista,PH015509000,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bautista,PH015510000,17
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bayambang,PH015511000,13
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binalonan,PH015512000,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binmaley,PH015513000,3
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bolinao,PH015514000,6
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bugallon,PH015515000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Burgos,PH015516000,16
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Calasiao,PH015517000,11
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Dagupan,PH015518000,21
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Dasol,PH015519000,18
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Infanta,PH015520000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Labrador,PH015521000,10
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Lingayen (Capital),PH015522000,3
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mabini,PH015523000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Malasiqui,PH015524000,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Manaoag,PH015525000,5
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangaldan,PH015526000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangatarem,PH015527000,7
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mapandan,PH015528000,3
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Natividad,PH015529000,5
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Pozorrubio,PH015530000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Rosales,PH015531000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of San Carlos,PH015532000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Fabian,PH015533000,3
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Jacinto,PH015534000,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Manuel,PH015535000,15
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Nicolas,PH015536000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Quintin,PH015537000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Barbara,PH015538000,11
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Maria,PH015539000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santo Tomas,PH015540000,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sison,PH015541000,30
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sual,PH015542000,19
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Tayug,PH015543000,13
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Umingan,PH015544000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Urbiztondo,PH015545000,7
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Urdaneta,PH015546000,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Villasis,PH015547000,9
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Laoac,PH015548000,8
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Basco (Capital),PH020901000,1
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Itbayat,PH020902000,5
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Ivana,PH020903000,1
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Mahatao,PH020904000,5
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Sabtang,PH020905000,6
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Uyugan,PH020906000,8
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Abulug,PH021501000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Alcala,PH021502000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Allacapan,PH021503000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Amulung,PH021504000,5
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Aparri,PH021505000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Baggao,PH021506000,2
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Ballesteros,PH021507000,6
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Buguey,PH021508000,2
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Calayan,PH021509000,13
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Camalaniugan,PH021510000,12
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Claveria,PH021511000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Enrile,PH021512000,27
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Gattaran,PH021513000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Gonzaga,PH021514000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Iguig,PH021515000,6
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Lal-Lo,PH021516000,5
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Lasam,PH021517000,2
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Pamplona,PH021518000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Peñablanca,PH021519000,44
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Piat,PH021520000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Rizal,PH021521000,8
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Sanchez-Mira,PH021522000,9
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Ana,PH021523000,16
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Praxedes,PH021524000,22
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Teresita,PH021525000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santo Niño (Faire),PH021526000,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Solana,PH021527000,8
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuao,PH021528000,4
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuguegarao City (Capital),PH021529000,1
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Alicia,PH023101000,20
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Angadanan,PH023102000,63
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Aurora,PH023103000,3
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Benito Soliven,PH023104000,1
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Burgos,PH023105000,17
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabagan,PH023106000,12
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabatuan,PH023107000,6
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Cauayan,PH023108000,5
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cordon,PH023109000,22
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Dinapigue,PH023110000,5
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Divilacan,PH023111000,3
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Echague,PH023112000,64
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Gamu,PH023113000,3
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Ilagan (Capital),PH023114000,15
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Jones,PH023115000,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Luna,PH023116000,20
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Maconacon,PH023117000,3
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Delfin Albano (Magsaysay),PH023118000,20
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Mallig,PH023119000,6
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Naguilian,PH023120000,3
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Palanan,PH023121000,11
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quezon,PH023122000,2
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quirino,PH023123000,1
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Ramon,PH023124000,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Reina Mercedes,PH023125000,18
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Roxas,PH023126000,20
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Agustin,PH023127000,24
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Guillermo,PH023128000,8
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Isidro,PH023129000,14
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Manuel,PH023130000,1
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mariano,PH023131000,2
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mateo,PH023132000,16
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Pablo,PH023133000,5
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santa Maria,PH023134000,14
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Santiago,PH023135000,32
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santo Tomas,PH023136000,2
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Tumauini,PH023137000,7
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Ambaguio,PH025001000,11
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Aritao,PH025002000,64
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bagabag,PH025003000,1
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bambang,PH025004000,4
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bayombong (Capital),PH025005000,1
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Diadi,PH025006000,1
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Dupax Del Norte,PH025007000,36
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Dupax Del Sur,PH025008000,5
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Kasibu,PH025009000,61
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Kayapa,PH025010000,2
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Quezon,PH025011000,1
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Santa Fe,PH025012000,6
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Solano,PH025013000,13
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Villaverde,PH025014000,23
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Alfonso Castaneda,PH025015000,2
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Aglipay,PH025701000,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Cabarroguis (Capital),PH025702000,6
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Diffun,PH025703000,1
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Maddela,PH025704000,1
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Saguday,PH025705000,1
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Nagtipunan,PH025706000,16
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Abucay,PH030801000,1
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Bagac,PH030802000,10
Region III (Central Luzon),PH030000000,Bataan,PH030800000,City of Balanga (Capital),PH030803000,3
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Dinalupihan,PH030804000,18
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Hermosa,PH030805000,2
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Limay,PH030806000,2
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Mariveles,PH030807000,9
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Morong,PH030808000,1
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orani,PH030809000,2
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orion,PH030810000,2
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Pilar,PH030811000,3
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Samal,PH030812000,2
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Angat,PH031401000,7
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Balagtas (Bigaa),PH031402000,1
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Baliuag,PH031403000,8
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bocaue,PH031404000,10
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bulacan,PH031405000,23
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bustos,PH031406000,21
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Calumpit,PH031407000,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Guiguinto,PH031408000,1
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Hagonoy,PH031409000,4
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Malolos (Capital),PH031410000,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Marilao,PH031411000,3
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Meycauayan,PH031412000,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Norzagaray,PH031413000,3
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Obando,PH031414000,3
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pandi,PH031415000,8
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Paombong,PH031416000,45
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Plaridel,PH031417000,23
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pulilan,PH031418000,19
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Ildefonso,PH031419000,6
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of San Jose Del Monte,PH031420000,47
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Miguel,PH031421000,2
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Rafael,PH031422000,1
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Santa Maria,PH031423000,34
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Doña Remedios Trinidad,PH031424000,9
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Aliaga,PH034901000,10
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Bongabon,PH034902000,2
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Cabanatuan,PH034903000,15
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cabiao,PH034904000,13
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Carranglan,PH034905000,16
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cuyapo,PH034906000,4
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Gabaldon (Bitulok & Sabani),PH034907000,7
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Gapan,PH034908000,14
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Mamerto Natividad,PH034909000,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Tinio (Papaya),PH034910000,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Guimba,PH034911000,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Jaen,PH034912000,10
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Laur,PH034913000,10
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Licab,PH034914000,3
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Llanera,PH034915000,21
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Lupao,PH034916000,2
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Science City of Muñoz,PH034917000,2
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Nampicuan,PH034918000,7
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Palayan (Capital),PH034919000,22
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Pantabangan,PH034920000,17
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Peñaranda,PH034921000,28
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Quezon,PH034922000,13
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Rizal,PH034923000,5
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Antonio,PH034924000,3
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Isidro,PH034925000,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Jose City,PH034926000,2
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Leonardo,PH034927000,15
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santa Rosa,PH034928000,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santo Domingo,PH034929000,21
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talavera,PH034930000,14
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talugtug,PH034931000,2
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Zaragoza,PH034932000,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of Angeles,PH035401000,35
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Apalit,PH035402000,4
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Arayat,PH035403000,4
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Bacolor,PH035404000,2
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Candaba,PH035405000,4
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Floridablanca,PH035406000,12
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Guagua,PH035407000,49
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Lubao,PH035408000,17
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mabalacat City,PH035409000,17
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Macabebe,PH035410000,2
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Magalang,PH035411000,11
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Masantol,PH035412000,5
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mexico,PH035413000,5
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Minalin,PH035414000,35
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Porac,PH035415000,3
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of San Fernando (Capital),PH035416000,15
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Luis,PH035417000,7
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Simon,PH035418000,7
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Ana,PH035419000,2
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Rita,PH035420000,4
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santo Tomas,PH035421000,5
