Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Households,Faucet/Community System,Tubed/Piped,Dug well,Bottled Water,Natural Sources,Peddler/Others/Not Reported
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Marikina,PH137402000,98238,74807,650,15,20907,320,1539
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of Pasig,PH137403000,180612,110559,724,31,64530,861,3907
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,City of San Juan,PH137405000,28623,18394,0,0,9456,0,773
National Capital Region (NCR),PH130000000,"NCR, Second District (Not a Province)",PH137400000,Quezon City,PH137404000,683044,491456,4081,337,170761,1641,14768
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Caloocan,PH137501000,367878,270239,8116,483,84570,14,4456
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Malabon,PH137502000,86191,41978,648,21,40000,1,3543
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Navotas,PH137503000,60904,27376,389,4,29983,270,2882
National Capital Region (NCR),PH130000000,"NCR, Third District (Not a Province)",PH137500000,City of Valenzuela,PH137504000,153041,97158,3077,40,49366,0,3400
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Bacolod (Capital),PH064501000,129076,22887,9947,1255,81000,1958,12029
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Bago,PH064502000,39949,8337,18309,1922,5171,3677,2533
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Binalbagan,PH064503000,15092,2480,4130,2462,4632,1125,263
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Cadiz,PH064504000,35657,11393,12018,6112,3531,1810,793
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Calatrava,PH064505000,18431,6573,4489,2904,643,3625,197
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Candoni,PH064506000,4962,1527,843,1201,35,756,600
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Cauayan,PH064507000,22858,2631,9580,5188,1307,4091,61
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Escalante,PH064509000,21544,4432,3421,7116,5507,651,417
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Himamaylan,PH064510000,25677,9766,5202,3074,4211,2955,469
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Kabankalan,PH064515000,40351,6633,13709,6664,5043,6469,1833
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Sipalay,PH064527000,14803,2111,4062,2773,1382,3132,1343
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Talisay,PH064528000,23107,2146,5405,1149,11838,2274,295
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Victorias,PH064531000,19556,6405,6439,693,5122,691,206
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Enrique B. Magalona (Saravia),PH064508000,14664,1092,5660,350,6565,901,96
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Hinigaran,PH064511000,20577,2437,8079,5542,3152,174,1193
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Hinoba-An (Asia),PH064512000,12538,481,8251,1199,1226,1297,84
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Ilog,PH064513000,13066,2058,1612,4118,3781,1129,368
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Isabela,PH064514000,13801,1917,6815,1319,1253,2386,111
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of La Carlota,PH064516000,16287,10847,1844,288,629,2514,165
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,La Castellana,PH064517000,17208,5311,3692,408,286,6833,678
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Manapla,PH064518000,13038,1431,8023,1194,1661,723,6
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Moises Padilla (Magallon),PH064519000,8870,3665,2281,1165,63,1669,27
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Murcia,PH064520000,18517,5536,3914,1521,1169,5685,692
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Pontevedra,PH064521000,12077,2621,5931,719,747,1330,729
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Pulupandan,PH064522000,6416,1311,1627,676,2614,15,173
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Sagay,PH064523000,33488,13795,4056,7890,4118,3116,513
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Salvador Benedicto,PH064532000,5866,2587,145,959,38,2137,0
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of San Carlos,PH064524000,31002,9432,5326,2633,5230,6455,1926
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,San Enrique,PH064525000,5587,1519,2882,3,1171,11,1
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,City of Silay,PH064526000,28953,1910,6049,1997,14732,2916,1349
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Toboso,PH064529000,9745,3450,2816,1165,1039,1264,11
 Region VI (Western Visayas) ,PH060000000,Negros Occidental,PH064500000,Valladolid,PH064530000,8887,1681,4445,31,2676,6,48
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Amlan (Ayuquitan),PH074601000,5525,3998,316,21,1037,107,46
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Ayungon,PH074602000,10573,7793,768,290,154,1532,36
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bacong,PH074603000,8265,6208,591,15,1438,5,8
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bais,PH074604000,17693,8938,3567,1130,1361,2474,223
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Basay,PH074605000,5971,1390,1736,561,842,884,558
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bindoy (Payabon),PH074607000,8702,6043,694,87,269,1546,63
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Canlaon,PH074608000,12692,5875,2004,671,1111,2925,106
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bayawan (Tulong),PH074606000,25646,6580,4402,3692,5819,4924,229
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Guihulngan,PH074611000,22494,6422,4975,1667,4087,5115,228
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Tanjay,PH074621000,19043,7095,3312,759,5362,2474,41
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Dauin,PH074609000,6520,4328,462,109,1397,11,213
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Dumaguete (Capital),PH074610000,29750,19941,1248,32,8036,181,312
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Jimalalud,PH074612000,7191,1103,1626,1225,783,2399,55
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,La Libertad,PH074613000,9164,3592,2877,640,672,1243,140
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Mabinay,PH074614000,17709,5673,5276,4213,1171,1322,54
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Manjuyod,PH074615000,9943,3816,1572,262,1349,2675,269
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Pamplona,PH074616000,8714,4507,924,1479,583,1148,73
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,San Jose,PH074617000,4607,3479,599,78,443,4,4
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Santa Catalina,PH074618000,16873,4516,4019,1773,2916,3464,185
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Siaton,PH074619000,17857,7153,6147,1291,2048,1136,82
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Sibulan,PH074620000,13903,7137,1852,104,4390,344,76
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Tayasan,PH074622000,8623,2667,526,682,466,4269,13
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Valencia (Luzurriaga),PH074623000,7990,5061,98,26,2455,345,5
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Vallehermoso,PH074624000,8571,2226,1724,1350,513,2619,139
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Zamboanguita,PH074625000,6607,2546,2002,622,962,127,348
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Adams,PH012801000,411,411,0,0,0,0,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bacarra,PH012802000,8269,2271,2185,428,3363,15,7
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Badoc,PH012803000,7375,652,3368,1170,1856,327,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bangui,PH012804000,3568,1586,1007,15,639,321,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Banna (Espiritu),PH012811000,4532,223,486,2166,1255,334,68
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Burgos,PH012806000,2403,459,470,460,697,317,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Carasi,PH012807000,304,1,4,60,46,193,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Batac,PH012805000,12797,197,2674,1400,8000,519,7
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Currimao,PH012808000,2805,506,719,245,1319,15,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dingras,PH012809000,8757,992,3442,1498,2623,200,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dumalneg,PH012810000,574,572,0,0,2,0,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Laoag (Capital),PH012812000,25285,2655,4216,429,17829,40,116
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Marcos,PH012813000,4563,276,796,2377,771,342,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Nueva Era,PH012814000,2453,398,781,622,154,473,25
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pagudpud,PH012815000,5807,3579,980,306,639,298,5
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Paoay,PH012816000,5822,1069,1580,259,2874,36,4
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pasuquin,PH012817000,6698,2171,1869,504,1946,203,5
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Piddig,PH012818000,5040,430,1728,1329,1225,326,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pinili,PH012819000,3932,292,1958,678,851,148,5
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,San Nicolas,PH012820000,8516,288,1013,274,6918,21,2
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Sarrat,PH012821000,5749,438,1503,245,3473,86,4
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Solsona,PH012822000,5497,338,447,3614,693,341,64
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Vintar,PH012823000,8179,4244,1861,396,773,889,16
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Alilem,PH012901000,1476,418,484,1,27,546,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Banayoyo,PH012902000,1782,160,995,1,623,3,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Bantay,PH012903000,8229,1837,4193,17,2044,130,8
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Burgos,PH012904000,2785,377,1380,5,1018,4,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cabugao,PH012905000,8188,3284,1410,970,2344,152,28
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Caoayan,PH012907000,4604,969,1342,346,1911,34,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cervantes,PH012908000,3682,2973,190,0,126,387,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Candon,PH012906000,13812,840,6762,12,6121,12,65
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Vigan (Capital),PH012934000,11860,2116,3801,29,4736,7,1171
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Galimuyod,PH012909000,2326,788,865,13,570,66,24
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Gregorio Del Pilar (Concepcion),PH012910000,908,903,3,0,0,2,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Lidlidda,PH012911000,1004,5,335,0,206,456,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Magsingal,PH012912000,7943,408,4156,215,2958,157,49
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Nagbukel,PH012913000,1182,46,942,2,129,63,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Narvacan,PH012914000,9856,687,6052,62,2797,238,20
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Quirino (Angkaki),PH012915000,1830,1640,10,3,0,176,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Salcedo (Baugen),PH012916000,2683,1411,740,13,154,357,8
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Emilio,PH012917000,1537,652,6,2,97,780,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Esteban,PH012918000,2001,103,1100,4,791,3,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Ildefonso,PH012919000,1760,7,890,0,863,0,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Juan (Lapog),PH012920000,6477,866,2753,318,2458,76,6
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Vicente,PH012921000,2971,21,741,315,1892,0,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa,PH012922000,3509,1012,1726,14,296,298,163
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Catalina,PH012923000,2844,253,579,223,1787,1,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Cruz,PH012924000,8982,1033,6067,43,1792,42,5
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Lucia,PH012925000,5930,361,3940,16,1369,112,132
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Maria,PH012926000,6944,116,3319,12,3444,51,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santiago,PH012927000,4387,124,2796,5,1266,59,137
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santo Domingo,PH012928000,6777,243,3009,6,3508,8,3
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sigay,PH012929000,515,2,1,0,3,509,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sinait,PH012930000,6138,493,2280,197,3000,167,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sugpon,PH012931000,972,9,95,0,4,864,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Suyo,PH012932000,2505,196,257,1,147,1904,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Tagudin,PH012933000,8644,352,5571,154,2324,241,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Agoo,PH013301000,13850,902,4117,491,6906,644,790
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Aringay,PH013302000,10817,452,3624,154,5143,1334,110
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bacnotan,PH013303000,9963,661,3566,168,5032,532,4
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bagulin,PH013304000,2978,323,131,2,75,2447,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Balaoan,PH013305000,8963,1115,3886,17,3377,538,30
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bangar,PH013306000,8078,155,5759,10,2116,36,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bauang,PH013307000,17254,2004,3364,1129,10086,655,16
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Burgos,PH013308000,1750,10,4,13,284,1438,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Caba,PH013309000,5227,64,2357,86,2014,699,7
Region I (Ilocos Region),PH010000000,La Union,PH013300000,City of San Fernando (Capital),PH013314000,28505,754,3674,691,20496,2029,861
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Luna,PH013310000,8490,693,4070,173,3282,269,3
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Naguilian,PH013311000,12161,1703,3961,314,4108,2069,6
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Pugo,PH013312000,4811,2039,1150,0,1443,178,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Rosario,PH013313000,13171,1899,4279,326,4641,1573,453
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Gabriel,PH013315000,3907,300,937,174,327,2118,51
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Juan,PH013316000,8714,432,3060,111,4446,664,1
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santo Tomas,PH013317000,8996,1199,3546,160,3387,219,485
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santol,PH013318000,2789,351,665,108,299,1360,6
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Sudipen,PH013319000,3810,700,1716,13,701,678,2
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Tubao,PH013320000,6441,310,3709,33,1115,1188,86
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Agno,PH015501000,6624,262,2473,2701,856,328,4
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Aguilar,PH015502000,8777,647,5011,10,2984,120,5
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Alcala,PH015504000,10174,2629,6471,0,1031,35,8
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Anda,PH015505000,9376,1375,2849,1494,3527,11,120
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Asingan,PH015506000,13623,5363,5284,6,2662,13,295
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Balungao,PH015507000,7606,1390,4709,15,1489,2,1
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bani,PH015508000,12337,3895,2527,2676,2889,272,78
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Basista,PH015509000,6904,1912,1797,3,3184,6,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bautista,PH015510000,6892,401,5596,0,698,8,189
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bayambang,PH015511000,25596,4216,11498,4,9383,99,396
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binalonan,PH015512000,12849,2234,7549,2,2834,173,57
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binmaley,PH015513000,20160,7796,2772,13,9545,17,17
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bolinao,PH015514000,17681,2548,7007,2447,5081,277,321
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bugallon,PH015515000,14587,2661,7406,14,4246,127,133
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Burgos,PH015516000,4800,265,2703,743,1072,15,2
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Calasiao,PH015517000,22542,2285,10995,133,8850,30,249
